model,cv_rmse_mean,cv_rmse_std,fold_scores
catboost_native_depth4,1.2165548180911492,0.010044589936501733,"[np.float64(1.220630884153273), np.float64(1.2177691098105143), np.float64(1.2026626514761318), np.float64(1.209533349409129), np.float64(1.2321780956066979)]"
catboost_native_depth4_lr002,1.2167395898369031,0.010124418176079739,"[np.float64(1.2214357947223018), np.float64(1.217895712994533), np.float64(1.2025688514005954), np.float64(1.2096355705313482), np.float64(1.232162019535737)]"
catboost_native_depth4_l2_5,1.2168461732679403,0.010054215626984001,"[np.float64(1.221064592855108), np.float64(1.217700006566504), np.float64(1.203004042192153), np.float64(1.2098985885972573), np.float64(1.2325636361286798)]"
catboost_native_depth5,1.2178959330212096,0.010237008760678627,"[np.float64(1.2213016636049452), np.float64(1.2199388839492429), np.float64(1.2036973772804265), np.float64(1.2106879094198237), np.float64(1.2338538308516085)]"
