iter	Passed	Remaining
1643	38614	55338
1644	38639	55316
1645	38665	55297
1646	38690	55275
1647	38714	55252
1648	38742	55235
1649	38767	55214
1650	38790	55189
1651	38813	55166
1652	38838	55144
1653	38860	55119
1654	38881	55091
1655	38905	55069
1656	38932	55050
1657	38953	55023
1658	38977	55001
1659	39001	54978
1660	39024	54954
1661	39046	54928
1662	39072	54907
1663	39093	54880
1664	39129	54875
1665	39152	54851
1666	39173	54823
1667	39195	54797
1668	39215	54770
1669	39233	54739
1670	39255	54713
1671	39278	54688
1672	39299	54662
1673	39321	54636
1674	39345	54613
1675	39366	54586
1676	39386	54558
1677	39411	54536
1678	39432	54509
1679	39451	54481
1680	39475	54458
1681	39496	54430
1682	39517	54403
1683	39544	54385
1684	39571	54367
1685	39599	54349
1686	39625	54329
1687	39646	54302
1688	39671	54281
1689	39692	54253
1690	39712	54226
1691	39735	54202
1692	39756	54175
1693	39777	54148
1694	39801	54125
1695	39822	54099
1696	39845	54073
1697	39868	54050
1698	39891	54025
1699	39911	53997
1700	39933	53971
1701	39952	53943
1702	39972	53915
1703	39993	53887
1704	40020	53869
1705	40041	53842
1706	40061	53813
1707	40084	53790
1708	40104	53761
1709	40124	53734
1710	40149	53712
1711	40170	53685
1712	40190	53657
1713	40213	53634
1714	40235	53608
1715	40257	53582
1716	40280	53559
1717	40303	53534
1718	40324	53508
1719	40350	53487
1720	40373	53464
1721	40397	53441
1722	40423	53420
1723	40446	53397
1724	40471	53375
1725	40493	53350
1726	40517	53327
1727	40542	53306
1728	40565	53282
1729	40589	53258
1730	40615	53239
1731	40639	53215
1732	40661	53190
1733	40685	53168
1734	40708	53143
1735	40730	53118
1736	40754	53096
1737	40797	53097
1738	40829	53084
1739	40856	53067
1740	40882	53046
1741	40902	53017
1742	40925	52993
1743	40948	52970
1744	40969	52943
1745	40990	52917
1746	41015	52895
1747	41038	52870
1748	41061	52846
1749	41083	52821
1750	41101	52790
1751	41122	52765
1752	41147	52743
1753	41169	52717
1754	41192	52693
1755	41218	52672
1756	41239	52646
1757	41259	52619
1758	41284	52597
1759	41305	52570
1760	41325	52543
1761	41349	52519
1762	41372	52495
1763	41396	52472
1764	41420	52449
1765	41448	52433
1766	41493	52436
1767	41521	52419
1768	41545	52395
1769	41570	52373
1770	41593	52350
1771	41617	52327
1772	41641	52303
1773	41664	52280
1774	41687	52255
1775	41712	52234
1776	41731	52206
1777	41753	52180
1778	41774	52153
1779	41795	52127
1780	41817	52102
1781	41837	52074
1782	41859	52048
1783	41878	52019
1784	41900	51993
1785	41923	51969
1786	41945	51944
1787	41968	51921
1788	41989	51893
1789	42009	51866
1790	42032	51841
1791	42053	51816
1792	42078	51794
1793	42105	51775
1794	42130	51753
1795	42153	51729
1796	42175	51704
1797	42198	51679
1798	42219	51653
1799	42242	51629
1800	42265	51606
1801	42295	51590
1802	42320	51568
1803	42342	51543
1804	42365	51518
1805	42388	51495
1806	42411	51471
1807	42433	51446
1808	42457	51423
1809	42480	51399
1810	42502	51373
1811	42529	51354
1812	42549	51327
1813	42570	51300
1814	42590	51273
1815	42611	51246
1816	42632	51220
1817	42652	51192
1818	42673	51165
1819	42693	51138
1820	42715	51112
1821	42738	51089
1822	42761	51065
1823	42780	51036
1824	42803	51011
1825	42826	50987
1826	42846	50960
1827	42866	50932
1828	42886	50905
1829	42906	50878
1830	42926	50850
1831	42946	50823
1832	42967	50796
1833	42988	50770
1834	43008	50742
1835	43029	50717
1836	43051	50691
1837	43087	50683
1838	43108	50656
1839	43128	50628
1840	43149	50602
1841	43171	50577
1842	43193	50552
1843	43213	50524
1844	43234	50498
1845	43255	50472
1846	43274	50443
1847	43295	50417
1848	43319	50394
1849	43344	50373
1850	43370	50352
1851	43394	50330
1852	43421	50311
1853	43449	50292
1854	43472	50269
1855	43495	50244
1856	43514	50216
1857	43536	50191
1858	43557	50165
1859	43578	50139
1860	43598	50111
1861	43619	50084
1862	43640	50058
1863	43659	50029
1864	43679	50003
1865	43701	49978
1866	43723	49952
1867	43744	49927
1868	43765	49901
1869	43789	49878
1870	43817	49859
1871	43857	49855
1872	43888	49839
1873	43911	49816
1874	43936	49794
1875	43959	49770
1876	43984	49748
1877	44009	49727
1878	44032	49703
1879	44056	49681
1880	44089	49668
1881	44116	49648
1882	44137	49621
1883	44165	49604
1884	44186	49577
1885	44207	49552
1886	44227	49524
1887	44249	49499
1888	44270	49472
1889	44292	49447
1890	44314	49423
1891	44336	49398
1892	44357	49372
1893	44380	49348
1894	44403	49324
1895	44425	49299
1896	44446	49273
1897	44470	49250
1898	44494	49226
1899	44516	49202
1900	44536	49174
1901	44560	49152
1902	44588	49134
1903	44615	49114
1904	44641	49094
1905	44670	49076
1906	44695	49055
1907	44720	49032
1908	44745	49011
1909	44766	48985
1910	44788	48960
1911	44813	48938
1912	44840	48919
1913	44863	48895
1914	44886	48870
1915	44909	48846
1916	44931	48821
1917	44950	48793
1918	44971	48767
1919	44990	48740
1920	45011	48713
1921	45031	48686
1922	45051	48659
1923	45072	48633
1924	45093	48607
1925	45115	48582
1926	45135	48555
1927	45157	48530
1928	45179	48505
1929	45200	48479
1930	45221	48452
1931	45241	48426
1932	45261	48398
1933	45281	48371
1934	45300	48344
1935	45322	48319
1936	45342	48291
1937	45363	48265
1938	45385	48240
1939	45407	48215
1940	45428	48190
1941	45452	48167
1942	45472	48140
1943	45492	48113
1944	45507	48081
1945	45526	48053
1946	45547	48027
1947	45569	48002
1948	45592	47978
1949	45612	47951
1950	45635	47927
1951	45655	47901
1952	45677	47876
1953	45699	47851
1954	45720	47825
1955	45742	47800
1956	45764	47775
1957	45787	47751
1958	45814	47732
1959	45839	47710
1960	45866	47691
1961	45894	47672
1962	45922	47653
1963	45946	47631
1964	45972	47610
1965	45997	47588
1966	46023	47568
1967	46046	47543
1968	46064	47515
1969	46082	47485
1970	46100	47456
1971	46120	47430
1972	46141	47404
1973	46162	47378
1974	46182	47351
1975	46203	47325
1976	46223	47298
1977	46241	47270
1978	46263	47244
1979	46283	47218
1980	46304	47192
1981	46324	47165
1982	46344	47138
1983	46365	47113
1984	46384	47085
1985	46405	47059
1986	46427	47034
1987	46450	47011
1988	46470	46984
1989	46490	46957
1990	46513	46933
1991	46535	46908
1992	46558	46885
1993	46580	46860
1994	46602	46835
1995	46623	46809
1996	46645	46785
1997	46666	46760
1998	46688	46735
1999	46710	46710
2000	46730	46683
2001	46750	46657
2002	46772	46632
2003	46792	46605
2004	46812	46579
2005	46833	46553
2006	46853	46526
2007	46875	46501
2008	46897	46476
2009	46917	46450
2010	46937	46424
2011	46955	46395
2012	46976	46369
2013	46995	46342
2014	47014	46314
2015	47034	46287
2016	47055	46261
2017	47078	46238
2018	47102	46216
2019	47126	46193
2020	47151	46171
2021	47174	46148
2022	47198	46125
2023	47218	46099
2024	47236	46070
2025	47257	46044
2026	47279	46019
2027	47300	45994
2028	47322	45970
2029	47345	45945
2030	47366	45920
2031	47387	45895
2032	47411	45872
2033	47433	45847
2034	47455	45823
2035	47477	45798
2036	47499	45773
2037	47518	45746
2038	47539	45721
2039	47561	45696
2040	47582	45671
2041	47604	45645
2042	47625	45620
2043	47647	45596
2044	47669	45571
2045	47691	45547
2046	47713	45522
2047	47735	45497
2048	47757	45473
2049	47777	45447
2050	47799	45422
2051	47820	45396
2052	47836	45366
2053	47855	45339
2054	47875	45312
2055	47894	45285
2056	47916	45261
2057	47937	45235
2058	47962	45213
2059	47990	45194
2060	48011	45169
2061	48032	45144
2062	48053	45118
2063	48075	45093
2064	48099	45071
2065	48122	45047
2066	48144	45023
2067	48166	44999
2068	48191	44977
2069	48214	44953
2070	48236	44929
2071	48258	44905
2072	48280	44880
2073	48319	44871
2074	48348	44853
2075	48378	44836
2076	48418	44828
2077	48442	44805
2078	48475	44791
2079	48497	44767
2080	48521	44743
2081	48545	44722
2082	48567	44697
2083	48589	44672
2084	48612	44648
2085	48633	44623
2086	48655	44598
2087	48678	44575
2088	48705	44555
2089	48727	44530
2090	48798	44550
2091	48828	44533
2092	48851	44510
2093	48875	44487
2094	48903	44468
2095	48931	44449
2096	48955	44426
2097	48978	44402
2098	49002	44380
2099	49029	44360
2100	49056	44340
2101	49084	44321
2102	49119	44308
2103	49147	44288
2104	49201	44292
2105	49228	44273
2106	49272	44268
2107	49316	44263
2108	49347	44246
2109	49375	44227
2110	49433	44234
2111	49505	44255
2112	49576	44274
2113	49636	44283
2114	49732	44324
2115	49772	44315
2116	49822	44315
2117	49863	44307
2118	49899	44295
2119	49922	44270
2120	49960	44259
2121	49982	44234
2122	50005	44211
2123	50024	44183
2124	50046	44158
2125	50067	44132
2126	50089	44108
2127	50113	44084
2128	50132	44057
2129	50153	44031
2130	50176	44007
2131	50196	43980
2132	50218	43955
2133	50245	43934
2134	50266	43909
2135	50288	43884
2136	50306	43856
2137	50328	43831
2138	50350	43806
2139	50374	43783
2140	50397	43759
2141	50420	43735
2142	50445	43713
2143	50470	43691
2144	50493	43667
2145	50516	43643
2146	50541	43620
2147	50562	43595
2148	50582	43568
2149	50604	43543
2150	50623	43515
2151	50643	43489
2152	50665	43464
2153	50687	43439
2154	50708	43414
2155	50730	43389
2156	50747	43360
2157	50767	43333
2158	50788	43308
2159	50806	43279
2160	50829	43255
2161	50855	43234
2162	50879	43210
2163	50900	43185
2164	50921	43160
2165	50948	43139
2166	50970	43114
2167	50988	43086
2168	51007	43058
2169	51027	43032
2170	51046	43004
2171	51067	42979
2172	51089	42954
2173	51108	42927
2174	51129	42901
2175	51149	42875
2176	51169	42848
2177	51188	42821
2178	51209	42796
2179	51229	42769
2180	51252	42745
2181	51276	42722
2182	51298	42697
2183	51321	42674
2184	51343	42649
2185	51364	42623
2186	51383	42596
2187	51405	42571
2188	51424	42544
2189	51446	42519
2190	51466	42493
2191	51486	42466
2192	51507	42441
2193	51526	42414
2194	51548	42389
2195	51570	42364
2196	51590	42338
2197	51611	42313
2198	51632	42287
2199	51651	42260
2200	51672	42234
2201	51692	42208
2202	51713	42183
2203	51734	42157
2204	51753	42130
2205	51775	42105
2206	51795	42079
2207	51816	42054
2208	51837	42028
2209	51856	42001
2210	51876	41975
2211	51896	41949
2212	51917	41923
2213	51936	41896
2214	51956	41870
2215	51976	41844
2216	51997	41818
2217	52017	41792
2218	52038	41766
2219	52069	41749
2220	52095	41728
2221	52121	41706
2222	52146	41684
2223	52169	41660
2224	52195	41639
2225	52222	41618
2226	52244	41593
2227	52264	41567
2228	52284	41541
2229	52306	41516
2230	52330	41493
2231	52350	41467
2232	52374	41444
2233	52396	41419
2234	52415	41393
2235	52438	41369
2236	52459	41344
2237	52482	41319
2238	52502	41293
2239	52522	41267
2240	52542	41241
2241	52563	41216
2242	52582	41189
2243	52604	41164
2244	52624	41138
2245	52642	41111
2246	52663	41085
2247	52682	41058
2248	52703	41033
2249	52723	41007
2250	52744	40981
2251	52763	40955
2252	52781	40927
2253	52802	40902
2254	52823	40876
2255	52845	40852
2256	52867	40827
2257	52890	40803
2258	52912	40779
2259	52933	40754
2260	52956	40730
2261	52979	40706
2262	53002	40682
2263	53022	40656
2264	53045	40632
2265	53067	40608
2266	53088	40583
2267	53108	40556
2268	53130	40532
2269	53151	40507
2270	53173	40483
2271	53194	40458
2272	53216	40433
2273	53237	40408
2274	53257	40382
2275	53277	40356
2276	53299	40331
2277	53322	40308
2278	53343	40282
2279	53364	40257
2280	53385	40232
2281	53412	40211
2282	53442	40192
2283	53467	40171
2284	53493	40149
2285	53517	40126
2286	53539	40102
2287	53562	40078
2288	53585	40054
2289	53605	40028
2290	53628	40004
2291	53650	39980
2292	53671	39955
2293	53693	39930
2294	53712	39904
2295	53733	39878
2296	53753	39853
2297	53773	39827
2298	53793	39800
2299	53814	39775
2300	53833	39749
2301	53855	39724
2302	53874	39698
2303	53891	39670
2304	53912	39644
2305	53932	39619
2306	53953	39593
2307	53972	39567
2308	53990	39540
2309	54013	39516
2310	54033	39490
2311	54053	39464
2312	54073	39439
2313	54094	39413
2314	54114	39388
2315	54136	39363
2316	54155	39336
2317	54174	39310
2318	54194	39284
2319	54217	39261
2320	54236	39234
2321	54258	39209
2322	54280	39186
2323	54298	39158
2324	54332	39142
2325	54352	39117
2326	54371	39090
2327	54390	39064
2328	54412	39039
2329	54429	39011
2330	54444	38982
2331	54463	38955
2332	54482	38929
2333	54503	38904
2334	54522	38878
2335	54550	38857
2336	54572	38833
2337	54599	38812
2338	54624	38790
2339	54644	38764
2340	54665	38739
2341	54685	38714
2342	54706	38689
2343	54727	38664
2344	54749	38639
2345	54768	38613
2346	54788	38587
2347	54807	38561
2348	54829	38537
2349	54852	38513
2350	54875	38489
2351	54894	38463
2352	54915	38438
2353	54938	38414
2354	54960	38390
2355	54983	38367
2356	55006	38343
2357	55029	38320
2358	55053	38297
2359	55076	38273
2360	55098	38249
2361	55121	38225
2362	55144	38201
2363	55166	38177
2364	55188	38153
2365	55212	38130
2366	55234	38106
2367	55259	38084
2368	55281	38060
2369	55304	38036
2370	55325	38011
2371	55348	37988
2372	55370	37963
2373	55392	37939
2374	55416	37916
2375	55445	37896
2376	55466	37872
2377	55488	37848
2378	55510	37823
2379	55535	37801
2380	55559	37778
2381	55581	37754
2382	55601	37728
2383	55623	37704
2384	55643	37679
2385	55663	37653
2386	55685	37628
2387	55706	37603
2388	55728	37579
2389	55748	37554
2390	55769	37529
2391	55788	37503
2392	55808	37477
2393	55833	37455
2394	55856	37431
2395	55876	37406
2396	55897	37381
2397	55918	37356
2398	55940	37332
2399	55962	37308
2400	55982	37282
2401	56001	37256
2402	56023	37232
2403	56044	37207
2404	56062	37180
2405	56084	37156
2406	56105	37131
2407	56124	37105
2408	56145	37080
2409	56165	37054
2410	56185	37029
2411	56204	37003
2412	56224	36978
2413	56251	36957
2414	56280	36938
2415	56301	36913
2416	56322	36888
2417	56357	36872
2418	56392	36856
2419	56419	36835
2420	56449	36816
2421	56473	36794
2422	56501	36774
2423	56545	36763
2424	56580	36747
2425	56615	36732
2426	56649	36715
2427	56681	36697
2428	56712	36679
2429	56744	36662
2430	56781	36647
2431	56848	36652
2432	56878	36633
2433	56914	36617
2434	56937	36594
2435	56957	36569
2436	56983	36547
2437	57007	36524
2438	57034	36502
2439	57055	36478
2440	57079	36455
2441	57108	36435
2442	57135	36414
2443	57163	36393
2444	57190	36372
2445	57218	36352
2446	57246	36331
2447	57269	36308
2448	57295	36286
2449	57318	36262
2450	57340	36238
2451	57363	36214
2452	57397	36198
2453	57423	36176
2454	57452	36156
2455	57474	36132
2456	57497	36108
2457	57520	36084
2458	57543	36061
2459	57566	36037
2460	57588	36013
2461	57612	35989
2462	57634	35965
2463	57655	35940
2464	57678	35917
2465	57703	35895
2466	57737	35878
2467	57768	35859
2468	57793	35836
2469	57816	35813
2470	57834	35786
2471	57855	35762
2472	57875	35736
2473	57897	35711
2474	57917	35686
2475	57937	35661
2476	57953	35632
2477	57983	35613
2478	58009	35592
2479	58035	35570
2480	58064	35549
2481	58084	35524
2482	58104	35499
2483	58124	35473
2484	58144	35448
2485	58167	35424
2486	58188	35399
2487	58209	35375
2488	58230	35350
2489	58252	35325
2490	58273	35301
2491	58295	35276
2492	58314	35250
2493	58339	35227
2494	58366	35207
2495	58392	35185
2496	58419	35163
2497	58447	35143
2498	58469	35119
2499	58492	35095
2500	58525	35078
2501	58551	35055
2502	58577	35033
2503	58599	35010
2504	58627	34989
2505	58646	34963
2506	58670	34939
2507	58693	34916
2508	58717	34893
2509	58742	34870
2510	58761	34844
2511	58783	34821
2512	58807	34797
2513	58829	34773
2514	58851	34749
2515	58874	34725
2516	58918	34714
2517	58957	34700
2518	58982	34677
2519	59005	34653
2520	59026	34629
2521	59048	34604
2522	59069	34579
2523	59092	34556
2524	59113	34531
2525	59136	34508
2526	59160	34484
2527	59183	34461
2528	59209	34439
2529	59229	34413
2530	59250	34389
2531	59270	34363
2532	59292	34339
2533	59314	34315
2534	59334	34290
2535	59359	34267
2536	59381	34243
2537	59405	34220
2538	59439	34202
2539	59461	34178
2540	59483	34154
2541	59513	34134
2542	59537	34111
2543	59559	34087
2544	59581	34063
2545	59603	34039
2546	59624	34014
2547	59647	33990
2548	59669	33966
2549	59705	33949
2550	59736	33930
2551	59760	33907
2552	59780	33882
2553	59800	33857
2554	59820	33832
2555	59840	33806
2556	59861	33782
2557	59884	33758
2558	59906	33734
2559	59929	33710
2560	59951	33686
2561	59973	33661
2562	59997	33639
2563	60015	33612
2564	60039	33589
2565	60061	33565
2566	60082	33540
2567	60103	33515
2568	60122	33489
2569	60144	33465
2570	60172	33444
2571	60202	33425
2572	60236	33407
2573	60269	33389
2574	60308	33374
2575	60335	33352
2576	60361	33330
2577	60387	33308
2578	60413	33287
2579	60437	33264
2580	60463	33241
2581	60485	33218
2582	60510	33195
2583	60533	33171
2584	60559	33149
2585	60582	33125
2586	60605	33102
2587	60633	33081
2588	60657	33058
2589	60692	33041
2590	60716	33018
2591	60742	32995
2592	60775	32977
2593	60810	32960
2594	60844	32942
2595	60879	32925
2596	60910	32906
2597	60938	32885
2598	60962	32861
2599	61009	32851
2600	61042	32832
2601	61064	32808
2602	61085	32783
2603	61109	32760
2604	61133	32737
2605	61158	32715
2606	61178	32689
2607	61199	32664
2608	61220	32640
2609	61242	32615
2610	61261	32589
2611	61285	32566
2612	61307	32542
2613	61329	32518
2614	61358	32497
2615	61381	32474
2616	61412	32454
2617	61437	32432
2618	61460	32407
2619	61481	32383
2620	61504	32359
2621	61527	32335
2622	61548	32311
2623	61573	32288
2624	61594	32263
2625	61616	32239
2626	61638	32215
2627	61662	32192
2628	61705	32178
2629	61729	32155
2630	61751	32131
2631	61773	32107
2632	61796	32083
2633	61818	32059
2634	61837	32033
2635	61857	32007
2636	61877	31983
2637	61899	31958
2638	61920	31933
2639	61942	31909
2640	61964	31885
2641	61984	31860
2642	62006	31835
2643	62028	31811
2644	62049	31787
2645	62072	31763
2646	62097	31740
2647	62120	31717
2648	62141	31692
2649	62164	31668
2650	62187	31645
2651	62211	31621
2652	62234	31598
2653	62257	31574
2654	62279	31550
2655	62303	31526
2656	62326	31503
2657	62349	31479
2658	62371	31455
2659	62395	31432
2660	62417	31408
2661	62440	31384
2662	62462	31360
2663	62483	31335
2664	62505	31311
2665	62525	31286
2666	62546	31261
2667	62566	31236
2668	62587	31211
2669	62607	31186
2670	62628	31161
2671	62649	31137
2672	62672	31113
2673	62693	31088
2674	62712	31063
2675	62733	31038
2676	62759	31016
2677	62781	30991
2678	62802	30967
2679	62822	30942
2680	62844	30918
2681	62866	30894
2682	62887	30869
2683	62906	30843
2684	62924	30817
2685	62945	30793
2686	62970	30770
2687	62990	30745
2688	63011	30720
2689	63031	30695
2690	63052	30670
2691	63073	30646
2692	63092	30620
2693	63111	30595
2694	63133	30571
2695	63154	30546
2696	63176	30522
2697	63197	30497
2698	63218	30473
2699	63241	30449
2700	63261	30424
2701	63283	30400
2702	63305	30376
2703	63327	30352
2704	63351	30329
2705	63376	30306
2706	63405	30285
2707	63430	30263
2708	63453	30239
2709	63481	30217
2710	63504	30194
2711	63525	30170
2712	63546	30145
2713	63568	30121
2714	63589	30096
2715	63612	30073
2716	63632	30048
2717	63653	30023
2718	63675	29999
2719	63696	29974
2720	63717	29950
2721	63740	29926
2722	63762	29902
2723	63782	29877
2724	63804	29853
2725	63825	29829
2726	63847	29804
2727	63868	29780
2728	63888	29755
2729	63909	29730
2730	63927	29704
2731	63948	29680
2732	63969	29655
2733	63989	29630
2734	64008	29605
2735	64030	29581
2736	64052	29557
2737	64074	29533
2738	64096	29509
2739	64116	29484
2740	64137	29459
2741	64157	29434
2742	64180	29411
2743	64201	29386
2744	64222	29362
2745	64244	29338
2746	64265	29313
2747	64285	29288
2748	64308	29265
2749	64332	29242
2750	64353	29217
2751	64377	29194
2752	64402	29171
2753	64424	29147
2754	64447	29124
2755	64468	29099
2756	64489	29075
2757	64509	29050
2758	64531	29026
2759	64551	29001
2760	64573	28977
2761	64595	28953
2762	64621	28931
2763	64642	28906
2764	64662	28881
2765	64681	28856
2766	64703	28832
2767	64721	28806
2768	64743	28782
2769	64765	28758
2770	64787	28734
2771	64810	28711
2772	64829	28686
2773	64850	28661
2774	64873	28637
2775	64894	28613
2776	64915	28589
2777	64937	28565
2778	64958	28540
2779	64979	28516
2780	65000	28491
2781	65021	28467
2782	65041	28442
2783	65060	28417
2784	65082	28393
2785	65103	28368
2786	65124	28344
2787	65146	28320
2788	65167	28296
2789	65190	28272
2790	65211	28248
2791	65230	28222
2792	65262	28203
2793	65283	28179
2794	65305	28154
2795	65324	28129
2796	65347	28106
2797	65369	28082
2798	65394	28059
2799	65416	28035
2800	65438	28011
2801	65461	27988
2802	65484	27964
2803	65507	27941
2804	65527	27916
2805	65548	27892
2806	65570	27867
2807	65591	27843
2808	65612	27819
2809	65634	27795
2810	65655	27770
2811	65675	27746
2812	65696	27721
2813	65717	27697
2814	65739	27673
2815	65760	27649
2816	65781	27624
2817	65801	27600
2818	65823	27576
2819	65846	27552
2820	65871	27530
2821	65897	27507
2822	65923	27485
2823	65948	27462
2824	65968	27438
2825	65990	27414
2826	66010	27389
2827	66030	27365
2828	66050	27340
2829	66071	27315
2830	66092	27291
2831	66113	27267
2832	66136	27243
2833	66156	27219
2834	66178	27194
2835	66199	27170
2836	66220	27146
2837	66241	27122
2838	66262	27097
2839	66282	27073
2840	66304	27049
2841	66324	27024
2842	66344	26999
2843	66363	26974
2844	66387	26951
2845	66408	26927
2846	66427	26902
2847	66448	26878
2848	66469	26853
2849	66487	26828
2850	66506	26803
2851	66527	26778
2852	66549	26755
2853	66569	26730
2854	66591	26706
2855	66612	26682
2856	66632	26657
2857	66654	26633
2858	66674	26608
2859	66694	26584
2860	66715	26560
2861	66734	26535
2862	66750	26509
2863	66770	26484
2864	66790	26459
2865	66811	26435
2866	66831	26411
2867	66853	26387
2868	66873	26362
2869	66892	26337
2870	66913	26313
2871	66933	26288
2872	66954	26264
2873	66975	26240
2874	66992	26214
2875	67013	26190
2876	67036	26166
2877	67057	26142
2878	67076	26117
2879	67097	26093
2880	67122	26070
2881	67146	26047
2882	67170	26024
2883	67191	26000
2884	67212	25976
2885	67234	25952
2886	67255	25928
2887	67274	25903
2888	67295	25879
2889	67324	25858
2890	67347	25834
2891	67374	25812
2892	67399	25790
2893	67422	25766
2894	67443	25742
2895	67464	25718
2896	67485	25694
2897	67508	25670
2898	67530	25647
2899	67555	25624
2900	67578	25601
2901	67599	25576
2902	67624	25554
2903	67646	25530
2904	67670	25507
2905	67693	25483
2906	67717	25460
2907	67741	25438
2908	67764	25414
2909	67788	25391
2910	67811	25368
2911	67845	25348
2912	67868	25325
2913	67888	25300
2914	67909	25276
2915	67930	25252
2916	67950	25228
2917	67970	25203
2918	67990	25179
2919	68012	25155
2920	68032	25130
2921	68052	25106
2922	68073	25082
2923	68095	25058
2924	68115	25033
2925	68136	25009
2926	68157	24985
2927	68177	24961
2928	68199	24937
2929	68221	24913
2930	68245	24890
2931	68268	24867
2932	68291	24843
2933	68314	24820
2934	68336	24796
2935	68364	24775
2936	68391	24753
2937	68420	24732
2938	68446	24709
2939	68468	24686
2940	68490	24662
2941	68514	24638
2942	68534	24614
2943	68556	24590
2944	68575	24566
2945	68598	24542
2946	68621	24519
2947	68642	24495
2948	68665	24471
2949	68687	24448
2950	68709	24424
2951	68729	24399
2952	68749	24375
2953	68771	24351
2954	68791	24327
2955	68813	24303
2956	68831	24278
2957	68852	24254
2958	68874	24230
2959	68894	24206
2960	68915	24182
2961	68935	24157
2962	68954	24133
2963	68975	24108
2964	68996	24084
2965	69017	24060
2966	69048	24040
2967	69068	24015
2968	69087	23991
2969	69109	23967
2970	69129	23942
2971	69150	23918
2972	69171	23894
2973	69191	23870
2974	69211	23846
2975	69233	23822
2976	69252	23797
2977	69274	23773
2978	69293	23749
2979	69312	23724
2980	69333	23700
2981	69354	23676
2982	69378	23653
2983	69399	23629
2984	69419	23604
2985	69440	23581
2986	69461	23556
2987	69481	23532
2988	69502	23508
2989	69522	23484
2990	69542	23459
2991	69563	23435
2992	69584	23411
2993	69605	23387
2994	69631	23365
2995	69652	23341
2996	69673	23317
2997	69694	23293
2998	69715	23269
2999	69736	23245
3000	69758	23221
3001	69778	23197
3002	69801	23174
3003	69824	23150
3004	69844	23126
3005	69865	23102
3006	69887	23078
3007	69907	23054
3008	69928	23030
3009	69949	23006
3010	69971	22982
3011	69993	22959
3012	70016	22935
3013	70039	22912
3014	70060	22888
3015	70085	22865
3016	70108	22842
3017	70130	22819
3018	70152	22795
3019	70174	22771
3020	70197	22748
3021	70222	22725
3022	70244	22702
3023	70271	22680
3024	70292	22656
3025	70313	22632
3026	70335	22608
3027	70357	22585
3028	70380	22561
3029	70400	22537
3030	70421	22513
3031	70443	22489
3032	70463	22465
3033	70484	22441
3034	70505	22417
3035	70524	22393
3036	70546	22369
3037	70565	22345
3038	70586	22321
3039	70605	22296
3040	70624	22271
3041	70644	22247
3042	70665	22223
3043	70685	22199
3044	70707	22175
3045	70727	22151
3046	70747	22127
3047	70769	22103
3048	70789	22079
3049	70809	22055
3050	70829	22031
3051	70850	22007
3052	70873	21983
3053	70899	21961
3054	70924	21938
3055	70951	21917
3056	70972	21893
3057	70994	21869
3058	71015	21845
3059	71036	21821
3060	71057	21797
3061	71078	21773
3062	71099	21750
3063	71120	21726
3064	71139	21701
3065	71161	21677
3066	71182	21654
3067	71203	21630
3068	71225	21606
3069	71246	21582
3070	71265	21558
3071	71285	21534
3072	71303	21509
3073	71323	21485
3074	71344	21461
3075	71368	21438
3076	71388	21414
3077	71411	21390
3078	71434	21367
3079	71455	21343
3080	71475	21319
3081	71497	21296
3082	71517	21272
3083	71538	21248
3084	71560	21224
3085	71583	21201
3086	71602	21176
3087	71618	21151
3088	71637	21127
3089	71658	21103
3090	71680	21079
3091	71700	21055
3092	71721	21031
3093	71741	21007
3094	71762	20983
3095	71782	20959
3096	71803	20935
3097	71823	20911
3098	71843	20887
3099	71864	20863
3100	71884	20839
3101	71905	20815
3102	71925	20791
3103	71946	20768
3104	71967	20744
3105	71987	20720
3106	72009	20696
3107	72031	20673
3108	72052	20649
3109	72072	20625
3110	72092	20601
3111	72115	20577
3112	72136	20554
3113	72156	20530
3114	72177	20506
3115	72198	20482
3116	72219	20458
3117	72241	20435
3118	72261	20411
3119	72282	20387
3120	72306	20364
3121	72327	20340
3122	72347	20316
3123	72367	20292
3124	72389	20269
3125	72410	20245
3126	72434	20222
3127	72455	20198
3128	72476	20174
3129	72497	20150
3130	72517	20127
3131	72538	20103
3132	72562	20080
3133	72585	20057
3134	72606	20033
3135	72629	20010
3136	72652	19986
3137	72675	19963
3138	72700	19941
3139	72721	19917
3140	72744	19894
3141	72767	19870
3142	72790	19847
3143	72814	19824
3144	72837	19801
3145	72861	19778
3146	72882	19754
3147	72905	19731
3148	72926	19708
3149	72950	19685
3150	72973	19661
3151	72995	19638
3152	73016	19614
3153	73038	19591
3154	73060	19567
3155	73083	19544
3156	73105	19521
3157	73127	19497
3158	73149	19474
3159	73171	19450
3160	73193	19427
3161	73225	19406
3162	73247	19382
3163	73270	19359
3164	73292	19336
3165	73314	19312
3166	73334	19288
3167	73357	19265
3168	73380	19242
3169	73401	19218
3170	73422	19194
3171	73442	19171
3172	73463	19147
3173	73484	19123
3174	73506	19100
3175	73529	19076
3176	73551	19053
3177	73572	19029
3178	73593	19006
3179	73614	18982
3180	73637	18959
3181	73658	18935
3182	73680	18911
3183	73699	18887
3184	73719	18863
3185	73743	18841
3186	73768	18818
3187	73792	18795
3188	73814	18771
3189	73836	18748
3190	73862	18726
3191	73885	18702
3192	73909	18680
3193	73934	18657
3194	73960	18634
3195	73993	18614
3196	74017	18591
