iter	RMSE
179	1.274717527
180	1.274169377
181	1.273577385
182	1.273003267
183	1.272425584
184	1.271876952
185	1.271337365
186	1.270767444
187	1.270324127
188	1.269823266
189	1.269249765
190	1.268776784
191	1.268323758
192	1.267827044
193	1.267379813
194	1.266918386
195	1.266412446
196	1.265953609
197	1.265475336
198	1.265035161
199	1.264569933
200	1.264096865
201	1.263641757
202	1.263271481
203	1.262863883
204	1.2624204
205	1.262008903
206	1.261602243
207	1.261200076
208	1.26079204
209	1.260357423
210	1.259961625
211	1.259555426
212	1.259160697
213	1.25883478
214	1.258460574
215	1.258096978
216	1.257737285
217	1.257403821
218	1.25707264
219	1.256697339
220	1.256348359
221	1.255954725
222	1.255592
223	1.255258733
224	1.254939165
225	1.254633414
226	1.254309687
227	1.253969221
228	1.253658204
229	1.253346894
230	1.253042039
231	1.252707775
232	1.252414683
233	1.252123279
234	1.251813558
235	1.251532474
236	1.251295938
237	1.25097673
238	1.250704595
239	1.250408356
240	1.25013143
241	1.249864013
242	1.249618226
243	1.249367675
244	1.249099839
245	1.248808335
246	1.248565947
247	1.248322134
248	1.248081402
249	1.247827309
250	1.247568869
251	1.24732597
252	1.247106228
253	1.246836699
254	1.246603802
255	1.246357579
256	1.246114131
257	1.245897126
258	1.245657098
259	1.245434339
260	1.245239334
261	1.245033861
262	1.24481082
263	1.244572422
264	1.244345502
265	1.244112495
266	1.243903934
267	1.243728967
268	1.24347996
269	1.24321933
270	1.24302434
271	1.242831111
272	1.242631013
273	1.24245336
274	1.242298653
275	1.242124245
276	1.241946642
277	1.241769722
278	1.241560408
279	1.241345193
280	1.241147214
281	1.240979429
282	1.240783561
283	1.240611602
284	1.240410347
285	1.240225552
286	1.240063889
287	1.23984044
288	1.239662492
289	1.239516954
290	1.239326049
291	1.239084536
292	1.238885339
293	1.238715547
294	1.238532001
295	1.238355302
296	1.238218396
297	1.238002738
298	1.237847969
299	1.237706005
300	1.237527658
301	1.237381589
302	1.23724198
303	1.237090141
304	1.236914602
305	1.236707508
306	1.236535981
307	1.236401182
308	1.236257165
309	1.23611091
310	1.235978465
311	1.235827371
312	1.235702827
313	1.235574204
314	1.235429866
315	1.23529583
316	1.235076431
317	1.234854044
318	1.234734409
319	1.23461583
320	1.234479017
321	1.234355169
322	1.234239866
323	1.234116826
324	1.234011434
325	1.233883265
326	1.23373603
327	1.233598151
328	1.233466367
329	1.233340777
330	1.233216654
331	1.233093417
332	1.232985849
333	1.232872382
334	1.232764957
335	1.23264205
336	1.232534978
337	1.232417447
338	1.232288587
339	1.232171563
340	1.232052277
341	1.231923212
342	1.231805061
343	1.231688588
344	1.231600943
345	1.231501442
346	1.231423449
347	1.231320794
348	1.23123978
349	1.231114983
350	1.23103671
351	1.230947589
352	1.230838071
353	1.230737348
354	1.230646315
355	1.230455742
356	1.230372849
357	1.230276313
358	1.230184174
359	1.230077199
360	1.22998371
361	1.229858
362	1.229749162
363	1.229657748
364	1.229544787
365	1.229456096
366	1.229378919
367	1.229288671
368	1.229191258
369	1.22908264
370	1.228988206
371	1.228880528
372	1.228793752
373	1.228725224
374	1.228617973
375	1.228519666
376	1.228433098
377	1.228357935
378	1.228266517
379	1.228173135
380	1.228057596
381	1.227964548
382	1.227874536
383	1.227783912
384	1.227704943
385	1.227635282
386	1.227540249
387	1.227454005
388	1.227374411
389	1.227303597
390	1.227204629
391	1.22711526
392	1.227048818
393	1.226989592
394	1.226904942
395	1.226826667
396	1.226734399
397	1.226654902
398	1.226598055
399	1.226527195
400	1.226478318
401	1.226398013
402	1.226277515
403	1.226218675
404	1.226165018
405	1.226074774
406	1.22598733
407	1.225920531
408	1.225838877
409	1.225759566
410	1.225689203
411	1.225637564
412	1.22553765
413	1.225458565
414	1.22527292
415	1.225204763
416	1.225147093
417	1.225070876
418	1.224995563
419	1.224939242
420	1.224872462
421	1.224803356
422	1.224719561
423	1.224628326
424	1.224577421
425	1.224513232
426	1.224463151
427	1.224413538
428	1.224345659
429	1.224276558
430	1.224200912
431	1.224142375
432	1.22403371
433	1.223974451
434	1.223922224
435	1.22384936
436	1.223797152
437	1.2237431
438	1.223670479
439	1.223616367
440	1.223565377
441	1.223509672
442	1.223470544
443	1.223401744
444	1.223354675
445	1.223267004
446	1.223220577
447	1.223167263
448	1.223110435
449	1.223053464
450	1.222993655
451	1.222907666
452	1.222858969
453	1.222801151
454	1.222738461
455	1.222688605
456	1.222639157
457	1.222584039
458	1.222535081
459	1.222474849
460	1.22241205
461	1.222359521
462	1.222315671
463	1.22227155
464	1.22222034
465	1.222162449
466	1.222118223
467	1.222062025
468	1.222017628
469	1.221969055
470	1.221909121
471	1.22186086
472	1.221814369
473	1.22175813
474	1.221703648
475	1.221582432
476	1.221536128
477	1.221485368
478	1.221442307
479	1.221396395
480	1.221293801
481	1.221244039
482	1.221180432
483	1.221124261
484	1.221075518
485	1.221027223
486	1.220948448
487	1.220904409
488	1.220856994
489	1.220815082
490	1.220770778
491	1.220715004
492	1.220663203
493	1.220619109
494	1.220582967
495	1.22053612
496	1.220505422
497	1.220346473
498	1.220302004
499	1.220246378
500	1.220211983
501	1.220181116
502	1.220097118
503	1.220054661
504	1.21999455
505	1.219938445
506	1.219891563
507	1.219844137
508	1.219801546
509	1.219748924
510	1.219699343
511	1.219655848
512	1.219610212
513	1.219568305
514	1.219531824
515	1.219497761
516	1.219447741
517	1.219367949
518	1.219268034
519	1.219221361
520	1.21917889
521	1.219139991
522	1.219088005
523	1.219054782
524	1.219013921
525	1.218973211
526	1.218927297
527	1.218867954
528	1.218828326
529	1.218790179
530	1.218671963
531	1.218613345
532	1.218575295
533	1.218527068
534	1.218477994
535	1.218448903
536	1.218409476
537	1.218375036
538	1.218327247
539	1.218293893
540	1.218249534
541	1.21820786
542	1.218172348
543	1.218134265
544	1.218096751
545	1.218005912
546	1.217960294
547	1.217911466
548	1.217879378
549	1.217815488
550	1.217778561
551	1.217696487
552	1.217613044
553	1.217564892
554	1.217506729
555	1.217473451
556	1.217432402
557	1.217384301
558	1.217343375
559	1.2172955
560	1.217258985
561	1.217220278
562	1.217153266
563	1.217120604
564	1.217075922
565	1.21704452
566	1.217008901
567	1.216979037
568	1.216928492
569	1.216894465
570	1.216849906
571	1.216810628
572	1.2167733
573	1.216722725
574	1.216670427
575	1.216629831
576	1.216601935
577	1.216523859
578	1.21648906
579	1.216449877
580	1.216390632
581	1.216344249
582	1.216308224
583	1.216264002
584	1.21623336
585	1.216201379
586	1.216173949
587	1.216154025
588	1.216114014
589	1.216079447
590	1.21600733
591	1.215939122
592	1.215867197
593	1.215830868
594	1.215781465
595	1.215740336
596	1.215685524
597	1.215638346
598	1.215601749
599	1.215557624
600	1.215496343
601	1.215453353
602	1.21541241
603	1.215382059
604	1.215337527
605	1.215306956
606	1.215277452
607	1.215241703
608	1.215206208
609	1.215175726
610	1.215139605
611	1.21509595
612	1.215065796
613	1.215012145
614	1.214974402
615	1.214937238
616	1.214888491
617	1.214846575
618	1.214809963
619	1.21477334
620	1.214708406
621	1.214686428
622	1.214652847
623	1.214619223
624	1.214577848
625	1.214553268
626	1.214528176
627	1.214500042
628	1.21447078
629	1.214432207
630	1.214400056
631	1.214366969
632	1.214337871
633	1.214310576
634	1.214274839
635	1.214239276
636	1.214199026
637	1.214156648
638	1.214124148
639	1.214085765
640	1.214056054
641	1.214025523
642	1.213977736
643	1.213930904
644	1.213895171
645	1.213842126
646	1.213821803
647	1.213780002
648	1.213688791
649	1.213661562
650	1.2136464
651	1.213624273
652	1.213589605
653	1.213557822
654	1.213524384
655	1.213502501
656	1.213466569
657	1.21343705
658	1.213402838
659	1.213368453
660	1.213301025
661	1.213271145
662	1.213249053
663	1.213186685
664	1.21316317
665	1.213103241
666	1.213069906
667	1.213007964
668	1.212955984
669	1.212924523
670	1.212898858
671	1.212866592
672	1.212841532
673	1.212815604
674	1.212790174
675	1.212759877
676	1.212728857
677	1.212696694
678	1.212655839
679	1.212635423
680	1.21259948
681	1.212560961
682	1.212533213
683	1.212508416
684	1.212481269
685	1.212447503
686	1.212415614
687	1.212389733
688	1.212321933
689	1.212266952
690	1.212242351
691	1.212228484
692	1.212207237
693	1.212176991
694	1.21211307
695	1.212090743
696	1.21206315
697	1.212019561
698	1.211993837
699	1.211915019
700	1.211901146
701	1.211867791
702	1.211846977
703	1.211815878
704	1.211781071
705	1.211743673
706	1.211713508
707	1.211683343
708	1.211639592
709	1.21160016
710	1.211592145
711	1.211565897
712	1.211512927
713	1.21147825
714	1.211445496
715	1.211370211
716	1.211339911
717	1.211317261
718	1.211282811
719	1.211241806
720	1.211199105
721	1.21117324
722	1.211130805
723	1.21109646
724	1.21106767
725	1.211026942
726	1.210991404
727	1.210957044
728	1.210924734
729	1.210875862
730	1.210849928
731	1.210819155
732	1.210791396
733	1.210777997
734	1.210750423
735	1.21071768
736	1.210669944
737	1.210659372
738	1.210622953
739	1.210588229
740	1.210559024
741	1.210489315
742	1.210481824
743	1.210455606
744	1.210447626
745	1.210425808
746	1.210413585
747	1.210387376
748	1.210363343
749	1.210331429
750	1.210309038
751	1.210296742
752	1.210261365
753	1.21021909
754	1.21018532
755	1.210168165
756	1.210120125
757	1.210106156
758	1.210085121
759	1.210056754
760	1.210034654
761	1.209993588
762	1.209947538
763	1.20994262
764	1.209915676
765	1.209885197
766	1.209874447
767	1.209844896
768	1.209813352
769	1.209786586
770	1.209762253
771	1.209722831
772	1.209691906
773	1.209678765
774	1.209655628
775	1.209647096
776	1.209626301
777	1.209603008
778	1.209575145
779	1.209535173
780	1.209505656
781	1.209479923
782	1.209454348
783	1.209434178
784	1.20939564
785	1.209370249
786	1.209338305
787	1.209309456
788	1.209289906
789	1.20923098
790	1.20920233
791	1.209167827
792	1.209138191
793	1.209125546
794	1.209083531
795	1.209076701
796	1.209051132
797	1.209021706
798	1.209008978
799	1.209000555
800	1.208978645
801	1.208932234
802	1.208888284
803	1.208877325
804	1.2088534
805	1.208822795
806	1.208816208
807	1.208801217
808	1.208780137
809	1.208758965
810	1.20873426
811	1.208713695
812	1.208685434
813	1.208664124
814	1.208652747
815	1.208642525
816	1.208625668
817	1.208621878
818	1.208548907
819	1.208540848
820	1.20851194
821	1.208485083
822	1.208453035
823	1.208425876
824	1.208383987
825	1.20836774
826	1.208342936
827	1.208327472
828	1.208300613
829	1.208276322
830	1.208266305
831	1.208243995
832	1.208201092
833	1.208193697
834	1.208179859
835	1.208151323
836	1.20812532
837	1.208087865
838	1.208077538
839	1.208040592
840	1.208030366
841	1.207989042
842	1.207965518
843	1.207924924
844	1.207898866
845	1.207879388
846	1.207854765
847	1.207822193
848	1.207796693
849	1.207780358
850	1.207761442
851	1.207745026
852	1.207720052
853	1.207711868
854	1.207681681
855	1.207652773
856	1.207638069
857	1.20762438
858	1.207596003
859	1.207568881
860	1.207559496
861	1.207512006
862	1.207486267
863	1.207458692
864	1.207449254
865	1.207422283
866	1.207418448
867	1.207393973
868	1.207371888
869	1.207273941
870	1.2072329
871	1.207209892
872	1.207199633
873	1.207171453
874	1.20713471
875	1.207105301
876	1.207098199
877	1.207080192
878	1.207078429
879	1.207050542
880	1.207024947
881	1.206997741
882	1.206974493
883	1.206952331
884	1.206934844
885	1.206901062
886	1.206877196
887	1.206810749
888	1.206792689
889	1.206765696
890	1.206739692
891	1.20672206
892	1.206700325
893	1.206682184
894	1.206656212
895	1.206641272
896	1.206609416
897	1.206571986
898	1.206544787
899	1.206517053
900	1.206511613
901	1.20648839
902	1.206412025
903	1.206392944
904	1.206377631
905	1.206346599
906	1.20633387
907	1.206319995
908	1.20628511
909	1.206258993
910	1.206233864
911	1.206231223
912	1.206207297
913	1.206203886
914	1.206176375
915	1.20613171
916	1.20608829
917	1.206085685
918	1.206070277
919	1.20605363
920	1.205962955
921	1.20596074
922	1.205909444
923	1.205877901
924	1.20585553
925	1.205832997
926	1.205809309
927	1.205808272
928	1.205782645
929	1.205757418
930	1.205737109
931	1.205699483
932	1.20569063
933	1.205657518
934	1.205633368
935	1.205608371
936	1.205581299
937	1.205539188
938	1.20550312
939	1.205489736
940	1.205467925
941	1.205449948
942	1.205424811
943	1.205406482
944	1.205370886
945	1.205353508
946	1.205343887
947	1.205319289
948	1.205284714
949	1.205266405
950	1.205261449
951	1.205213015
952	1.205189431
953	1.205156806
954	1.205129891
955	1.205107279
956	1.205078505
957	1.205055002
958	1.205037445
959	1.205028741
960	1.204984482
961	1.204926254
962	1.204916903
963	1.204890774
964	1.204870191
965	1.204824175
966	1.20482217
967	1.204802228
968	1.204778525
969	1.204761511
970	1.204755115
971	1.204719171
972	1.20468479
973	1.204646181
974	1.204639124
975	1.204617337
976	1.204574685
977	1.204546744
978	1.204527209
979	1.204515835
980	1.204508544
981	1.204490798
982	1.204465883
983	1.204457761
984	1.204447821
985	1.204430663
986	1.204413593
987	1.204386674
988	1.204360589
989	1.20432083
990	1.20431994
991	1.204286515
992	1.204257436
993	1.204237598
994	1.204204877
995	1.204180329
996	1.204159647
997	1.204133704
998	1.204131834
999	1.204109381
1000	1.204079305
1001	1.204053775
1002	1.204016163
1003	1.204001211
1004	1.203992896
1005	1.203965484
1006	1.203956521
1007	1.203946397
1008	1.20392712
1009	1.203925333
1010	1.203909855
1011	1.203891253
1012	1.20385447
1013	1.203852736
1014	1.203847191
1015	1.203789113
1016	1.203775187
1017	1.203754305
1018	1.203717802
1019	1.203692093
1020	1.20368904
1021	1.203663179
1022	1.203649654
1023	1.203627969
1024	1.203592829
1025	1.203579692
1026	1.203546399
1027	1.203531172
1028	1.203525731
1029	1.203517831
1030	1.203498432
1031	1.203477408
1032	1.203476685
1033	1.203472239
1034	1.203447576
1035	1.203437077
1036	1.203426335
1037	1.203404649
1038	1.203382927
1039	1.203358718
1040	1.203324088
1041	1.203322252
1042	1.203299084
1043	1.203282173
1044	1.20326633
1045	1.203247279
1046	1.20324242
1047	1.203228041
1048	1.203217362
1049	1.203189957
1050	1.203189286
1051	1.203157774
1052	1.203149367
1053	1.203111029
1054	1.203102456
1055	1.203081148
1056	1.203047516
1057	1.203011233
1058	1.202992932
1059	1.202959212
1060	1.202935127
1061	1.202927775
1062	1.202919017
1063	1.202897636
1064	1.20288925
1065	1.20286907
1066	1.202860247
1067	1.202833901
1068	1.202825998
1069	1.202787972
1070	1.202772289
1071	1.202767042
1072	1.202746399
1073	1.202712486
1074	1.202710599
1075	1.202710007
1076	1.202683139
1077	1.202670597
1078	1.20264868
1079	1.202624972
1080	1.202590899
1081	1.202574343
1082	1.202564654
1083	1.202535346
1084	1.202515849
1085	1.202495581
1086	1.202470742
1087	1.202439449
1088	1.202429111
1089	1.202411752
1090	1.202407987
1091	1.202351183
1092	1.202336058
1093	1.202312048
1094	1.202308911
1095	1.202285024
1096	1.20226467
1097	1.2022504
1098	1.202226814
1099	1.202204495
1100	1.202183638
1101	1.202144899
1102	1.202143504
1103	1.202142211
1104	1.202134941
1105	1.202119567
1106	1.202116176
1107	1.202107479
1108	1.202059805
1109	1.202052517
1110	1.202040667
1111	1.202039123
1112	1.202034982
1113	1.202013804
1114	1.201997445
1115	1.201967082
1116	1.201928143
1117	1.201912098
1118	1.201893974
1119	1.20187124
1120	1.201842788
1121	1.201820037
1122	1.201818206
1123	1.201813759
1124	1.201791924
1125	1.201775357
1126	1.201774379
1127	1.201733639
1128	1.201704292
1129	1.201691594
1130	1.201674423
1131	1.2016702
1132	1.201651096
1133	1.201629478
1134	1.201613508
1135	1.201608733
1136	1.201593384
1137	1.201567353
1138	1.201561902
1139	1.201554353
1140	1.201552944
1141	1.201532775
1142	1.201514358
1143	1.20144646
1144	1.201422888
1145	1.201405734
1146	1.201380987
1147	1.201368631
1148	1.201366862
1149	1.201362576
1150	1.201341395
1151	1.201340923
1152	1.201317966
1153	1.201294724
1154	1.20128006
1155	1.201261611
1156	1.201260592
1157	1.201250235
1158	1.201247793
1159	1.201245428
1160	1.201225673
1161	1.201224284
1162	1.201203319
1163	1.201174686
1164	1.201136191
1165	1.201118279
1166	1.201094593
1167	1.201075068
1168	1.201061512
1169	1.201034187
1170	1.201020941
1171	1.201019727
1172	1.20099637
1173	1.200983604
1174	1.200959644
1175	1.200940894
1176	1.200918504
1177	1.200902789
1178	1.200883922
1179	1.20086519
1180	1.200847727
1181	1.200827513
1182	1.200815128
1183	1.200788027
1184	1.200768407
1185	1.200761189
1186	1.200729989
1187	1.200692225
1188	1.200671155
1189	1.200646374
1190	1.200642311
1191	1.200640949
1192	1.200614821
1193	1.200595751
1194	1.200595301
1195	1.200556731
1196	1.200533928
1197	1.200485226
1198	1.200430651
1199	1.200417954
1200	1.20039646
1201	1.200369482
1202	1.20034509
1203	1.200328475
1204	1.200303479
1205	1.200303038
1206	1.20030187
1207	1.200266276
1208	1.200265676
1209	1.200245149
1210	1.200222845
1211	1.200202046
1212	1.200178942
1213	1.200176426
1214	1.200168804
1215	1.200154579
1216	1.20014241
1217	1.200135882
1218	1.200128269
1219	1.200099223
1220	1.20007586
1221	1.200043029
1222	1.200024249
1223	1.199992974
1224	1.199963111
1225	1.199959227
1226	1.199929204
1227	1.19991826
1228	1.199867753
1229	1.199848185
1230	1.199833113
1231	1.199810742
1232	1.199807767
1233	1.199795118
1234	1.199757335
1235	1.199734316
1236	1.199713368
1237	1.19970018
1238	1.199697417
1239	1.199672178
1240	1.199638119
1241	1.199637585
1242	1.199615096
1243	1.199612333
1244	1.199592594
1245	1.199568456
1246	1.199540589
1247	1.199539352
1248	1.199516436
1249	1.199513782
1250	1.199487393
1251	1.199474912
1252	1.199468022
1253	1.199445918
1254	1.199421612
1255	1.199358641
1256	1.19933386
1257	1.19931671
1258	1.199294456
1259	1.19928739
1260	1.199270184
1261	1.199237361
1262	1.199225811
1263	1.199192574
1264	1.199173776
1265	1.199159659
1266	1.19915834
1267	1.199133238
1268	1.199110514
1269	1.199092605
1270	1.199091432
1271	1.199089836
1272	1.199077403
1273	1.199075844
1274	1.199057249
1275	1.199054677
1276	1.199029155
1277	1.199021523
1278	1.199003463
1279	1.199000644
1280	1.198975784
1281	1.198975434
1282	1.198971865
1283	1.198951689
1284	1.198938164
1285	1.198935168
1286	1.198927429
1287	1.198921752
1288	1.198918923
1289	1.198896113
1290	1.198877405
1291	1.198873297
1292	1.198849657
1293	1.198822962
1294	1.198811505
1295	1.19878593
1296	1.198766383
1297	1.198755229
1298	1.19873371
1299	1.198733336
1300	1.198718761
1301	1.198718295
1302	1.198701926
1303	1.198669316
1304	1.198640595
1305	1.198617427
1306	1.198611135
1307	1.198596529
1308	1.198581719
1309	1.1985659
1310	1.198543107
1311	1.198476922
1312	1.198461141
1313	1.198426931
1314	1.198408255
1315	1.19838233
1316	1.198360359
1317	1.198337657
1318	1.198331028
1319	1.19832451
1320	1.198310326
1321	1.198282875
1322	1.198274036
1323	1.198263328
1324	1.198243374
1325	1.198235471
1326	1.198229702
1327	1.198222229
1328	1.198221913
1329	1.198221503
1330	1.198199363
1331	1.198196508
1332	1.198175257
1333	1.198161649
1334	1.198159221
1335	1.198140472
1336	1.198126588
1337	1.198108399
1338	1.19808231
1339	1.198081929
1340	1.198065481
1341	1.198045857
1342	1.198007526
1343	1.197995588
1344	1.197982924
1345	1.19795945
1346	1.197941324
1347	1.197921584
1348	1.197885202
1349	1.197884396
1350	1.197871075
1351	1.197850077
1352	1.19784967
1353	1.197829435
1354	1.197817667
1355	1.197801301
1356	1.197790601
1357	1.197774332
1358	1.197764692
1359	1.197746883
1360	1.197734913
1361	1.197733871
1362	1.197715764
1363	1.197711947
1364	1.197709768
1365	1.197707436
1366	1.19769556
1367	1.197677591
1368	1.197665317
1369	1.197646638
1370	1.197632388
1371	1.197629293
1372	1.197609272
1373	1.197588568
1374	1.197588184
1375	1.197561802
1376	1.197531513
1377	1.197504995
1378	1.197488923
1379	1.197461283
1380	1.197439908
1381	1.197427408
1382	1.197418967
1383	1.197401774
1384	1.19739956
1385	1.197383728
1386	1.197366997
1387	1.197357841
1388	1.197335084
1389	1.19733286
1390	1.197312068
1391	1.197306905
1392	1.197275472
1393	1.197267873
1394	1.197256208
1395	1.197255873
1396	1.197238056
1397	1.197227705
1398	1.197220075
1399	1.197207696
1400	1.197186264
1401	1.197170646
1402	1.197170533
1403	1.197154508
1404	1.197152488
1405	1.197151508
1406	1.197150578
1407	1.197143907
1408	1.197140146
1409	1.197116174
1410	1.197098832
1411	1.197096379
1412	1.197078085
1413	1.197071148
1414	1.197036349
1415	1.197017231
1416	1.196998048
1417	1.196995946
1418	1.196985858
1419	1.196966472
1420	1.196944622
1421	1.196919572
1422	1.196900356
1423	1.196888823
1424	1.196865939
1425	1.196843253
1426	1.196815048
1427	1.196812234
1428	1.196790851
1429	1.196762382
1430	1.196736789
1431	1.196712624
1432	1.196694021
1433	1.196693668
1434	1.196693324
1435	1.196682165
1436	1.196654867
1437	1.196646928
1438	1.196626801
1439	1.196622966
1440	1.196621743
1441	1.196607525
1442	1.196606004
1443	1.19657963
1444	1.196563761
1445	1.196562135
1446	1.196540858
1447	1.196516794
1448	1.196509445
1449	1.196493641
1450	1.196491545
1451	1.196469218
1452	1.196467196
1453	1.196465772
1454	1.196446179
1455	1.196421244
1456	1.196420882
1457	1.196418512
1458	1.196393643
1459	1.196387134
1460	1.196381571
1461	1.196374776
1462	1.196369532
1463	1.1963593
1464	1.196350726
1465	1.196339177
1466	1.196331134
1467	1.196324887
1468	1.196296234
1469	1.196279319
1470	1.196254802
1471	1.196254503
1472	1.196233385
1473	1.196213726
1474	1.196208794
1475	1.196206342
1476	1.196200996
1477	1.196200473
1478	1.19617593
1479	1.196175409
1480	1.196151909
1481	1.196143392
1482	1.196114801
1483	1.196096389
1484	1.196095475
1485	1.196072631
1486	1.196061397
1487	1.196034621
1488	1.196007721
1489	1.195954002
1490	1.195949892
1491	1.195943749
1492	1.195940977
1493	1.195917605
1494	1.195916504
1495	1.195897313
1496	1.195884614
1497	1.195884335
1498	1.195873668
1499	1.19582221
1500	1.195809332
1501	1.195800162
1502	1.195775167
1503	1.19577446
1504	1.195749339
1505	1.195723995
1506	1.19571821
1507	1.195689749
1508	1.19566337
1509	1.195663096
1510	1.195647263
1511	1.195620955
1512	1.195598221
1513	1.195565575
1514	1.195545277
1515	1.195517302
1516	1.195512231
1517	1.19550088
1518	1.195498119
1519	1.195468773
1520	1.195447094
1521	1.195429833
1522	1.195409469
1523	1.195406191
1524	1.195385218
1525	1.19536891
1526	1.195365033
1527	1.195342638
1528	1.195341166
1529	1.195320988
1530	1.195282328
1531	1.195261154
1532	1.195250559
1533	1.195242863
1534	1.195235215
1535	1.195234917
1536	1.195184823
1537	1.19517454
1538	1.19515219
1539	1.195132028
1540	1.19510889
1541	1.195105615
1542	1.195096629
1543	1.195075093
1544	1.195068583
1545	1.195046352
1546	1.19503205
1547	1.195016127
1548	1.194996354
1549	1.194977076
1550	1.194956254
1551	1.194942182
1552	1.194927744
1553	1.194873951
1554	1.1948672
1555	1.194855524
1556	1.194839111
1557	1.194836361
1558	1.194825974
1559	1.194806758
1560	1.194806638
1561	1.194764378
1562	1.194752704
1563	1.194751173
1564	1.19472675
1565	1.194718188
1566	1.194692574
1567	1.194677292
1568	1.194664353
1569	1.194656123
1570	1.194628485
1571	1.194604884
1572	1.194587078
1573	1.194566338
1574	1.194536548
1575	1.194535446
1576	1.194502636
1577	1.194498386
1578	1.194475592
1579	1.194473162
1580	1.194450793
1581	1.194439317
1582	1.194413233
1583	1.194412984
1584	1.194399075
1585	1.194398616
1586	1.194372813
1587	1.194371358
1588	1.194349495
1589	1.194328331
1590	1.19432231
1591	1.194314347
1592	1.194301132
1593	1.19429616
1594	1.194269524
1595	1.194250292
1596	1.19424178
1597	1.194228613
1598	1.194206491
1599	1.194178996
1600	1.194170407
1601	1.194153531
1602	1.194146554
1603	1.194143566
1604	1.194132252
1605	1.194124241
1606	1.194107362
1607	1.194095003
1608	1.194074733
1609	1.194046094
1610	1.19403076
1611	1.19402743
1612	1.194005653
1613	1.19399174
1614	1.193981042
1615	1.19396424
1616	1.193963704
1617	1.193960542
1618	1.193948405
1619	1.193896279
1620	1.193881788
1621	1.193871236
1622	1.193856469
1623	1.193838649
1624	1.193836015
1625	1.193820902
1626	1.193801856
1627	1.193799744
1628	1.193771533
1629	1.193764144
1630	1.193756592
1631	1.193752649
1632	1.193752559
1633	1.193728264
1634	1.193726195
1635	1.193716067
1636	1.193696722
1637	1.193689421
1638	1.193669774
1639	1.193631016
1640	1.193625574
1641	1.193616531
1642	1.193615586
1643	1.193605654
1644	1.193586899
1645	1.19354965
1646	1.193536094
1647	1.193519705
1648	1.193497667
1649	1.193454401
1650	1.193451764
1651	1.193448825
1652	1.193432201
1653	1.193431748
1654	1.19342517
1655	1.193415991
1656	1.193392181
1657	1.193391592
1658	1.1933682
1659	1.193355707
1660	1.193342161
1661	1.193329092
1662	1.193325702
1663	1.193305266
1664	1.193278919
